model_name,Price (Dollar),Storage (GB),review,timestamp,stars,country
10,iPhone 11,230.0,64,"I honestly can’t say enough amazing things about my experience buying a renewed iPhone 11 from this seller and dealing with their customer service! I would 1000/10 recommend anyone and everyone even considering purchasing a phone from them to absolutely do so because you won’t be disappointed!!! But read below for the full story/review, both good and bad opinions.My oldest daughter dropped her iPhone XR in the toilet and it completely died. This seller had the best priced renewed iPhone I found with next day delivery and good reviews, so I purchased the phone. It was my first time buying a phone that wasn’t brand new, so I was nervous about what condition the phone and battery would be in.The phone was sent via UPS, which I didn’t love because they left the package at the gate on the street instead of driving into our ranch and delivering it to our house in the back corner like Amazon and USPS do. Not to mention it was supposed to be here between by like 1:45 or 2:45 and they didn’t deliver it until 10pm! But that’s an issue with UPS, not the seller.When we opened the package I was pleased to see that there were very minimal dents or scuff marks on the phone and it appeared to be in really good condition. One thing I wasn’t pleased with was the fact that the phone arrived dead. I worried that meant the battery wasn’t great, but I was wrong. After charging for a bit I checked the battery health and it was 100%, so they clearly installed a brand new battery! I was really happy with my purchase, but upon setting up the phone I noticed there was this awful high pitched screech/glitching sound coming from the speaker, so I reached out to the seller to try and get a replacement sent instead of going thru the hassle and delay of returning it and having to order a new one once the refund posted.The seller responded almost immediately (they did so every single time we communicated over the course of a week, even when I reached out at almost 8pm their time!) and offered to send me the shipping label and then they’d overnight a replacement to me once they received the phone. I asked them if I could pay to overnight the phone to them so there wouldn’t be as long of a wait without a phone, and they said they would do me one better and as soon as I took the phone to the post office to send them a copy of my receipt and they’d overnight me the replacement then! This took place on a Friday and I didn’t want the shipping delay the weekend would cause, so I told them I’d reach out Monday for the shipping label and that I had out a brand new screen protector on the phone when I got it so I’d be sending it back with it on.Life got hectic and I didn’t reach out until Thursday afternoon, but they quickly sent me the shipping label. When trying to wipe the phone there was an hour delay because stolen phone protection was on, so I missed making it to the post office by like 6 mins and had to go Friday morning instead.I went to the post office and all was well until I mentioned that there was a phone in the package when I asked them for extra tape, and she said they couldn’t ship a used phone via priority mail (only new never used phones) so I needed to have them send me a hazardous shipping label instead. When I told the seller they offered to send me a new label, but I chose to try another post office first and just not mention the contents of the package because the battery WAS brand new, and I didn’t want to go thru the hassle of sending the label somewhere to be printed since I don’t have a printer, going there and paying to have it printed, and then going back to the post office. I took it to another post office nearby and had zero issues sending it.When I got back to the car I sent them a copy of the receipt, and true to their word within only like 5-10 minutes they had already send me the tracking information for the replacement shipment and let me know they put a screen protector on the new phone for me! Of course there were issues with UPS again including a delay that showed it wasn’t going to come until Monday, but thankfully it arrived on Saturday like it was supposed to, and fairly early (10-11am).When I opened the replacement package and inspected the phone I was SHOCKED! I thought the first phone was is great condition, but this one looked BRAND NEW! There wasn’t a single scratch or dent or scuff or any abnormality on the exterior of the phone! It’s also worth noting that the phone wasn't dead this time, it was midway charged. I checked the battery health again and it was also 100%! I tested out the speaker and there were no issues with the phone whatsoever. Honestly if you put it side by side with a brand new phone nobody could tell the difference, and it was a fraction of the cost of a new phone!I also reached out to the seller a few days later for a friend of mine to see if they also sold Androids and they were super helpful in getting me the info I was looking for!Between the phenomenal condition of the phone and the excellent customer service, I won't buy a renewed phone from anyone else in the future when one of my daughters inevitably break their phone! This was honestly the best experience I've ever had with a seller/replacement item on Amazon in the 15+ years I've used the site!
Read more",2024-09-18,5,the United States
11,iPhone 11,230.0,64,"okay, it came In a weird packaging so I was suspicious it was absolutely wonderfully packed tho. it came in a small box, iphone in bubble wrap and then a lighting cable to charge in a plastic bag. the screen had no scratches, the back was wonderfully brand new, I chose yellow . It looked flawless all around. brightness is also very very significant and good. It’s very bright . memory capacity I went with 64 gigabytes and there’s 54 left I believe . The battery life was at 100% for me which is wonderful, I diagnosed the phone and nothing was wrong with it, also the speaker quality was absolutely wonderful. Everything about this device so far was so flawless and wonderful. I bought this for my mother and she’s so happy with this gift . It also arrived very fast, it had came two days before the arrival date and that was a wonderful experience too. other than that, the phone is very quick with everything . It responds very quick and doesn’t have any freezes or lags either . Anyone who wants a backup phone, extra phone or a good gift for someone. I HIGHLY recommend this purchase! I am not a big reviewer and nor do I type but this is worth to help others make the best decision I’ve made. Seems very unrealistic with the price but it’s very legit .
Read more",2024-09-11,5,the United States
12,iPhone 11,230.0,64,"The only complaint so far is that the directions for set-up are very minimal and actually wrong. Once I used online instructions, I had no problem setting up the phone.Phone works perfectly so far and appears to be brand new. It came with a cord and charger.I choose this phone because it is has high ratings for good video quality, decent sound quality and good battery life. It’s a nice size and looks good. Very reasonably priced!!
Read more",2024-08-22,5,the United States
13,iPhone 11,230.0,64,"I recently purchased the iPhone 11 256GB Renewed, and overall, I’m quite satisfied with my purchase. Here are my thoughts:Pros:Great Value: For a renewed phone, it offers excellent value. The price is significantly lower than a brand-new model, yet it performs almost as well.Battery Health: The battery health was at 90% when I received it, which is impressive for a renewed device.Camera Quality: The camera is fantastic, capturing clear and vibrant photos. It’s perfect for everyday photography.Storage Capacity: With 256GB of storage, I have plenty of space for apps, photos, and videos without worrying about running out of space.Cons:Minor Scratches: There were a few minor scratches on the back, but nothing too noticeable or affecting functionality.Accessories: The phone came with a generic charger and cable, which work fine but aren’t as high-quality as the original Apple accessories.Echo Issue: Occasionally, there’s a slight echo during calls, but it’s not a deal-breaker for me.Overall: If you’re looking for a budget-friendly iPhone with ample storage and great performance, the iPhone 11 256GB Renewed is a solid choice. Just be prepared for a few minor imperfections that come with a renewed product.
Read more",2024-07-29,4,the United States
14,iPhone 11,230.0,64,"My son's been wanting a iPhone for a long time. He's 17 years old and worked over the summer to buy it. I'm so proud of him. I'm happy that he also bought a refurbished phone so he can get the same type of phone he wants at a great price. There were no scratches or any damage to the phone. The battery life seems to last him from when he wakes up until he gets home from football practice. I think he does charge it at school though. So maybe the battery life is not the best. But it works great for him right now.
Read more",2024-09-09,5,the United States
15,iPhone 11,230.0,64,"I like this phone !! I had a iphone 7 and heard that sometime next year iphones 6 & 7 won’t be suported ! So this was a GREAT deal without spending BIG bucks !!!
Read more",2024-09-21,5,Canada
16,iPhone 11,230.0,64,"Llego en excelentes condiciones con una estética de 9.5, la condición de la batería del 90% lo restablecí, actualice y configure, todo funcionando sin problema, ya traía una mica protectora y un cable genérico, por el precio vale completamente la pena
Read more",2024-09-21,5,Mexico
17,iPhone 11,230.0,64,"iPhone arrive fast and secured. Phone was clean, had minor scratches but was expected. Good product.
Read more",2024-09-20,5,Canada
18,iPhone 11,230.0,64,"Got the colour I wanted. I also saw this a medium step up from my iPhone 6. but it is still a big learning curve.
Read more",2024-09-17,5,Canada
19,iPhone 11,230.0,64,"BUEN PRODUCTO, HASTA AHORITA HA SALIDO BUENO
Read more",2024-09-11,5,Mexico
20,iPhone 12,287.0,64,"For starters; the price on these phones is great. Between having the reassurance of Amazon buyer protection, and the benefit of knowing the device has been tested for performance, it’s well worth it.I needed a new phone fast after my cat knocked mine  into the sink ☹️ Rice fixed it for a while, but it was only temporary before it died altogether.I hate buying phones and avoid it whenever possible. 99% of mine belonged to someone in my family first. And i was good with that. Needless to say, my cat didn’t wait for someone in my family to upgrade. I was on my own this time.Okay.... that’s not entirely true. My grandma had an iPhone 7 sitting around so that held me over in the meantime. Going from an iPhone 11 Pro Max to an iPhone 7 was….bad. It was too dam small, in every possible way.  32 gigs of memory!! I needed an upgrade. Fast. My 11 year old was bullying me relentlessly. And that’s on me. They had my old XR (formerly my dad’s)I scoured FB marketplace. I’d decided upgrade a little, so I could feel better about the switch.  I didn’t want to feel backed me into a corner by my cat’s recklessness. I would get a slightly newer model in a fun colour.Marketplace had plenty.  Sending message after message from my iPhone 7, I worried. “This person seems too eager”, “this one has been posted so long”, “I want a purple, but the only purple one listed has less storage space” and “the pretty green one has a small crack”, “this guy lives 2 hours from me” and “Battery life? Errr last time I checked it was like 74%?….no, I can’t take a screenshot of it, it’s turned off”…. “cash only please” Etc.So much pressure. What happens if the thing doesn’t work? That’s $300+ down the drain. I knew I couldn’t afford new. But I hated the idea of buying something used from a stranger on Facebook. I didn’t want to get scammed, and I also didn’t want to settle.That’s when I remembered good ol’ Amazon. Maybe I’d check there. Just for funsies. Probably out of my budget, but it couldn’t hurt.Sure enough, refurbished devices selling “like new!” Mostly same cost or less than what I’d found so far. Surely there was a catch? I read through everything, tested by Amazon, includes all the specs, unlocked, I can pick the colour, the storage size, the condition, etc. AND I could have it delivered to me tomorrow??! With a warranty?!!I recovered from my brief stint of disappointment after learning the 12’s don’t come in yellow. Then fought hard to decide between mint and lavender. The lavender would take an extra day to arrive. Mint it was!! As promised, it arrived the next day. It was in beautiful shape. 128g’s, mint green, not a single scratch, 86% battery life. All for less than I would have paid to some stranger for a 64g with some “small scratches”Once my case and screen protector arrived I excitedly set it up and synced my data.Oh no.The FACE ID DIDNT WORK 😭After becoming used to facial recognition, having that yanked away, and dealing with a 7 for over 2 weeks—  I was desperate for the convenience of Face ID. I had been using my fingerprint. Like a *caveman*.Not to mention I have Blink 182 tickets, and it specifically states facial recognition is required to access the mobile tickets. Idk if that’s true, but I needed Face ID!!I googled, I contacted apple support. Fixing it could be upwards of $300. That’s almost what I paid for the whole phone!!I realllllly didn’t want to be stuck without a phone again. But I also wanted one fully functioning.So I reached out to Amazon support and explained. The rep was incredibly helpful (as most Amazon reps are) and after bts failed, she advised the ship was a 3rd party seller, and she  send a message to them. “If they don’t fix it by (insert date) contact us back and we’ll make this right” she encouraged.I’m ngl. I was nervous. I didn’t have high hopes, having dealt with 3p sellers on Amazon in the past. At least Amazon had my back, ig. The concert wasn’t till July. Even without facial recognition, it was loads better than the  7. I could make do in the meantime.The seller came in clutch though, and my worry was unwarranted. They responded within minutes. They were receptive, apologetic, and more than willing to help.As I’d anticipated, they offered a refund or exchange, as soon as they received the return. I explained my concern with not having a phone for several days or more; and the merchant offered to overnight a replacement as soon as the return was dropped off.I could deal with one day without a phone! I gratefully accepted. That was Saturday night, we made plans to catch up Monday for the return instructions and for them to overnight it.Monday I reached back out; and they were ready to ship, BUT they *had no more green….* 🫢 SHOCK“…do you have purple”No. :( just blue, white, and black.THIS WAS A HUGE BUMMER.It’s silly I know, and the definition of *first world problems “.. but I mean…. My change of heart about this whole phone thing HINGED ON THE FUN COLOUR. Without it, I was just a person…out $350… because my cat was thirsty while I was watching YouTube while washing dishes. I needed a cool colour. Plus,  I’d already gotten the matching case! Clear with mint green borders.It wasn’t even a fun blue… it was a dark, serious, navy blue. It was pretty and classy, but I wanted something fun. I even asked if he had any older models in yellow 😭😭 no luck,They told me they’d be restocking in a day or so. Still, no greens or purples came in.Ugh. Reality was setting in. I was going to have to settle. It was fine, I thought. At least it would be a fully functioning phone.No. I wasn’t ready to let go. They assured me I could take my time to decide, and I asked if we could wait another week in case one came in. If it didn’t, *then* I would choose from the options available.I messaged them Wednesday afternoon, bracing myself for the answer…. THEY GOT IN PURPLE! YAY.They sent a label, I dropped it off, sent a photo, and had my new phone the next morning.they’d said overnight shipping… but wow! I’d dropped off the return around 3pm, and had the replacement by noon the next day. I didn’t even have my new case yet 😅Despite the Barney-Esque colour scheme my mint green case created, the lavender is GORGEOUS and I’m actually sort of glad the green didn’t work out.Don’t get me wrong, the green is also  gorgeous.. but in the end I’m glad I ended up with the lavender. I was overjoyed when I was prompted to set Face ID during setup. Worked brilliantly, as did everything else.Great packaging, no cosmetic flaws, amazing battery life, customer service was great, and best of all… ITS PURPLE!Can’t wait to pair it with the new case. I’m so glad I went this route where I have some peace of mind as a buyer.I’m grateful to the seller for being so helpful and patient with me as insufferable as I must have seemed making such a fuss over colour preferenceIf you’re nervous buying a phone used or refurbished too, hopefully you can take comfort in knowing- this seller is legit. You receive a good quality product, and, speaking from experience, they’ll gladly help resolve any issues you may run into.
Read more",2024-02-10,5,the United States
21,iPhone 12,287.0,64,"I was looking to save money so I took a “risk”. The positive comments gave me assurance so I am not surprised with the good quality! Phone came 2 days early and 3/4 charged. My data was transferred easily. Light scuffing on the side/corners but nothing too noticeable. I use a case 24/7 so it means nothing to me. No scratches on the screen/back/lenes. The camera works perfectly and audio too. Battery health is 89% which I don’t think is too bad for being used. If needed, next time I will get premium quality, which I am sure to have better battery. I’m happy I was able to recycle and save money. 10/10
Read more",2024-09-03,5,the United States
22,iPhone 12,287.0,64,"Like the lightness compared to my Samsung S24 Ultra. No scratches. Looks new. Battery charges to 100%Audio is subpar compared to the Ultra, not as loud and quality not as good.I don't like the lightning port. Wish it was the same as my S24 Ultra.In my case I could not get the Hotspot to work. However I did not take it to ATT to see if they could get it to work. That's not why I bought this phone. Amazon has a relatively new gps wrist band tracker that has no monthly fee and it only works with the iPhone. It does not work with Android and I need it to keep tabs on my friend with dementia. So far it works great. It's better than having to pay as much as $50 a month like some trackers on Amazon. So far I'm happy with the iPhone. It's a keeper and can also serve as a backup phone.Sorry my review is not more in depth.
Read more",2024-06-24,4,the United States
23,iPhone 12,287.0,64,"First of all I bought the phone and the description said EVERYTHING IS FUNTIONAL and keep in mind i bought the one that said EXCELLENT condition. Even so, the phone upon arrival smelled weird firstly llike as if it had mold on it. Secondly the phonewas dirty near teh ringer and alot of cracks and crevices. I used a needle and alcohol to clean everything. That being the speakers and teh microphones were SUPER low and so I figured maybe it was dirty so I cleaned it well and after that speaker was perfect. BUT the earspeaker STILL didnt work and was completely useless. In addition I charged teh phone while transferring all th detailas and what not and after that I left the phone to charge up. I waited until a hundred percent and used it for an hour and THE BATTERY DRAINED 40 PERCENT IN ONE HOUR unbelievable as this was supposed to be a ""EXCELLENT"" condition phone clearly not and reading other reviews other people have had similar issues. Other then that the phone is great no scratches or whatnot everything software wise functioned great so a three star for that.
Read more",2024-09-07,3,the United States
24,iPhone 12,287.0,64,"Brand new looking, 100% battery. Works great so far.
Read more",2024-08-28,5,Canada
25,iPhone 12,287.0,64,"Vino con 100% de capacidad de batería, y de estética un 10, todo le funciona bien, muy buen compra
Read more",2024-08-23,5,Mexico
26,iPhone 12,287.0,64,"Arrived on time, phone is in very good condition (2 very minor scratches on the edges of the phone body), and work perfectly.
Read more",2024-08-22,5,Canada
27,iPhone 12,287.0,64,"Llegaron muy bien empaquetados, en perfectas condiciones con pila al 💯 Estética de 10 y funcionamiento excelente, comería a comprar sin duda alguna !
Read more",2024-08-20,5,Mexico
28,iPhone 12,287.0,64,"A pesar de ser calidad aceptable, viene con 88% de batería e igual sus condiciones son buenas para su precio, solo venía un poco rayado de una esquina pero no afecta en nada
Read more",2024-08-19,5,Mexico
29,iPhone XS,182.0,64,"The media could not be loaded.
                



 I broke the screen of my iPhone X and got some cracks on the back. Initially, I planned to repair it at the Apple store, but just fixing the screen would have cost me $275 plus taxes (as of 8/7/2024). So, I decided to buy a renewed phone on Amazon. I was a bit worried about the purchase until I received the phone. When I unboxed it, I was really amazed. There were no signs that this phone was renewed—no scratches, no fingerprints, and no unpleasant smell. It seemed too good to be true. I checked the battery's maximum capacity, and it was at 98%. Some might say this number could be inaccurate, but here's my experience: the next day, I had a chance to test it. I had back-to-back Teams meetings in the first half of the day and had to use phone to talk and view my supervisor’s screen while validating data on my side. The phone performed very well. I had no concerns about signal, battery, or sound quality. Everything worked perfectly. Additionally, the phone came with a screen protector, which was a nice touch.I highly recommend MOBILESUPPLY to anyone looking for a quality products. Their product exceeded my expectations, and I couldn't be happier with my purchase. The phone looks and functions like new, offering excellent value for the price.
Read more",2024-08-07,5,the United States
30,iPhone XS,182.0,64,"Camera quality is very good, Recording is absolutely stunning, The pictures quality is very smooth and bright, The condition it came in was a scratch on the camera which did not effect anything. Memory is very fast, The phone is small and wide which is perfect, It runs very well and i dont have any problem using it, Battrey life wears down very quickly, had this phone for 2 months and is at 76% WORTH THE PRICE👏!!
Read more",2024-04-15,5,the United States
31,iPhone XS,182.0,64,"This phone was in great shape and activated on my carrier without issue.
Read more",2024-09-16,5,the United States
32,iPhone XS,182.0,64,"phone is in excellent condition! arrived in two days and came with a charger!
Read more",2024-08-13,4,the United States
33,iPhone XS,182.0,64,"I received the phone within 2 days of ordering. The packaging was fine and initially it appeared to be in great condition. However, I checked the battery health on the first day which stated “Important Battery Message: Your battery’s health is significantly degraded.”  The Maximum Capacity for the battery was 78%. No problem, I thought, because one of the reason’s I bought from Amazon is that the phone was advertised “to have a battery which exceeds 80% capacity relative to new” and was “Guaranteed by Amazon” to be “eligible for replacement or refund within 90 days of receipt if you are not satisfied. “Well clearly, I was not satisfied to receive a phone with a significantly degraded battery. So, I called Amazon Customer service to explain the problem and request a replacement. I did this on the same day I received the phone. The representative was helpful and told me he would send out a replacement immediately, and even upgrade the shipment method for no extra charge.  He also told me, both in conversation and in writing to “use the box the replacement comes in to return the original.”  That way, I would not be without a phone while waiting for the replacement to arrive.The day the replacement was scheduled to arrive and but had not, I called Amazon customer service back to inquire about the status. Much to my surprise, I was told the replacement phone order had been cancelled by the third-party seller because the original had not been returned. This irritated me for two reasons: (1) I had never been notified the replacement order had been cancelled—apparently, had I not called Amazon was simply going to drop the issue, and (2) I was specifically told by Amazon Customer Service that I did not need to return the original until the replacement was received.I told the agent this was unacceptable and wanted the replacement sent to me, as had been previously arranged. When it became clear that she would not be able to help me, I asked to speak with her manager. After providing her with my phone number, she said her manager would call me back. That phone call never happened.The following day I called Amazon customer service again, now the third time trying to get this issue resolved. I explained the steps I had taken thus far and was put on hold so the representative could verify if my replacement order “was legit.”  When I asked what “legit” meant, she said she needed to verify if this was unusual activity on the account because it was a phone purchase. I told her that of course it was legit, as I had email documentation regarding the entire process!After being on hold, she came back and told me the replacement phone would be delivered within 5 days. She also said she would personally call me on that day to verify that it was received. I asked her to clarify that I would receive the replacement first, prior to sending the original back, according to the instructions I had previously received via email. She looked up that email and saw it said: “Please feel free to use the box the replacement comes in to return the original…”  After reading that she placed me on hold again.After a minute or so, she came back on the line and asked if she could place me on hold for an additional few minutes. I asked why. She said she was trying to find out what went wrong with the first replacement order. When she came back on the line, she told me “to be on the safe side” I should return the original defective phone first to receive a replacement.  I reiterated that this was unacceptable and that I had held up my end of the bargain and done exactly as Amazon had told me to do. I wanted the replacement sent first before I returned the defective phone. She said the email I received was in error and the person who sent it made a mistake—the defective phone would need to be returned before the replacement is shipped out. I told her that while I understand that people make mistakes, I did not think I should be penalized (i.e., be without a phone for at least 5 days) for a mistake that Amazon made. She apologized for the mistake but made it clear that I would not receive a replacement until the original was returned. I informed her I would be writing a negative review.To summarize: I was sent a defective phone, was given incorrect information about how to replace it, had the replacement order silently cancelled without being notified, and Amazon refused to follow through on the terms of their agreement. One star.
Read more",2022-02-05,1,the United States
34,iPhone XS,182.0,64,"It’s a cool phone. Battery health 89% when delivered. It stays charged for a min. Definitely worth the price, in my opinion. Few scratches on sides, buts it’s expected lol it’s a refurbished phone. Definitely a good upgrade from iPhone 8 that I had lol
Read more",2024-07-25,5,the United States
35,iPhone XS,182.0,64,"Working fine
Read more",2024-09-28,5,the United States
36,iPhone XS,182.0,64,"Works great, in great shape.
Read more",2024-08-28,5,Canada
37,iPhone XS,182.0,64,"Fue una excelente compra. Batería en 94%. Estética casi perfecta, solo un pequeño rasguño en una esquina que para verlo hay que usar lupa. Lo volvería comprar definitivamente.
Read more",2024-04-23,5,Mexico
38,iPhone XS,182.0,64,"La publicación dice condición excelente pero si viene con detalles visibles a una distancia mayor a 30 cm, la condición que yo le daría es buena y no excelente como lo anuncian, el paquete se retraso 1 día en la entrega, hasta ahorita, el teléfono ha ido bien.
Read more",2024-03-25,4,Mexico
39,iPhone 11 Pro Max,329.0,64,"I love this iPhone 11 Pro phone. It is like a brand new phone. Not a scratch or a ding to it. It has been running optimally without and issues. I am grateful to have put trust in this company for a real iPhone product. The charge is excellent and the battery last without charge a full day and evening depending on what you’re doing. I would most definitely purchase from this company again if I need another iPhone.
Read more",2024-08-22,5,the United States
40,iPhone 11 Pro Max,329.0,64,"I was still using an iPhone 7, and was forced by my carrier (metroPCS) to upgrade to a 5G phone.I’m oldschool and don’t like not owning my own music and movies so I opted for a 512GB hard drive.The phone itself is an instant upgrade, no scratches, great battery (for now) at 82%. The transfer of all previous apps went seamlessly although I’m holding off on their Face ID.I enjoy seeing it automatically turn on when I reach for it, the durability and obviously the 3 lense standard is something that help me blend in with the normies.
Read more",2024-09-16,5,the United States
41,iPhone 11 Pro Max,329.0,64,"i was skeptical because of some of the reviews i saw on this phone saying that it was scratched and this was wrong and that was wrong but when i tell you that this phone has ZERO scratches and ZERO errors i’m being so for real! my first refurbished phone wasn’t the best but the the quality of this one is amazing. The size of this phone is wayyyy bigger than my last one like a mini ipad or something maybe i’m over exaggerating lol. but as far a looks everything is good and peachy nothing is wrong with the phone the audio and cameras and everything works perfectly fine as if i went to the apple store. and so far it’s very durable not easy to break unless that is your full intentions on doing so . 30/10 WILL HIGHLY RECOMMEND
Read more",2024-07-14,5,the United States
42,iPhone 11 Pro Max,329.0,64,"This phone looks nice, really, honestly. The phone was neatly packaged and wrapped, came with a charger and a sim card opener + the amazon renewed paper.  It had a couple scratches on the sides but they were very minor & not noticeable at all. The screen was very clear no cracks. My only issue is the screen when it’s turned on. It had this weird mild & subtle static & I can see a faint black grain when I am staring closely to the phone. Now I understand this phone is refurbished & renewed but I won’t lie the screen when I have the phone on really bugs me. I would be lying if I said I am totally satisfied with this phone. Not to mention the phone is kinda slow, it lags & the battery life I received when I when I went to the settings was at an 80 % .. *sighs* , trying to decide if I should thug it out & be delusional or just send the phone back even tho I fear the quality of phone I’d received next. I’ve contacted the seller .. I haven’t heard anything yet. I’ll update soon.Update :Ive decided to return the phone because I feel like I would be settling if I had to keep this phone. I will say though I am surprised the phone came in a very good condition. But truly there were internal hardware and software issues in terms of the static screen flickering/blinking that I just couldn't overlook. The seller has been responsive and cooperative. I am thankful. I pray I get my money back on time. As of right now id rate my experience an 8/10 !
Read more",2024-08-21,4,the United States
